RA,IAA,IEG,IPS,IDA,IPV,IAN,Atingiu PV,Ano,INDE_Calc,Delta_Acad_Engaj,Potencial_Virada,Risco_Psicosocial
RA-724,9.5,5.9,5.6,5.6,8.0,10.0,0.0,2022,6.41,-0.3000000000000007,6.95,0
RA-725,8.0,5.9,8.1,5.0,5.5,10.0,0.0,2022,5.890000000000001,-0.9000000000000004,5.7,0
RA-726,10.0,7.5,7.5,4.4,6.583,10.0,0.0,2022,6.4466,-3.0999999999999996,7.0415,0
RA-727,9.0,7.7,8.1,8.4,6.75,10.0,0.0,2022,7.280000000000001,0.7000000000000002,7.225,0
RA-728,9.5,7.3,8.1,9.1,8.167,10.0,0.0,2022,7.673400000000001,1.7999999999999998,7.733499999999999,0
RA-729,10.0,8.7,8.1,8.1,7.25,10.0,0.0,2022,7.62,-0.5999999999999996,7.975,0
RA-730,10.0,8.2,8.8,8.3,8.25,5.0,0.0,2022,7.33,0.10000000000000142,8.225,0
RA-731,9.0,8.5,6.9,7.3,7.083,5.0,0.0,2022,6.666600000000001,-1.2000000000000002,7.7915,0
RA-732,9.0,7.9,8.8,7.2,7.5,5.0,0.0,2022,6.800000000000001,-0.7000000000000002,7.7,0
RA-733,9.5,8.5,5.6,5.1,6.917,5.0,0.0,2022,6.1133999999999995,-3.4000000000000004,7.7085,0
RA-734,9.5,7.2,5.6,7.3,7.417,5.0,0.0,2022,6.3934,0.09999999999999964,7.3085,0
RA-735,9.0,9.0,5.6,7.3,8.583,5.0,1.0,2022,6.9366,-1.7000000000000002,8.7915,0
RA-736,9.0,8.5,5.6,5.4,7.0,5.0,0.0,2022,6.140000000000001,-3.0999999999999996,7.75,0
RA-737,9.5,9.2,5.6,9.0,9.167,5.0,1.0,2022,7.4834,-0.1999999999999993,9.183499999999999,0
RA-738,8.5,8.1,5.6,5.7,7.5,10.0,0.0,2022,6.67,-2.3999999999999995,7.8,0
RA-739,6.4,7.3,5.6,5.9,7.083,10.0,0.0,2022,6.2566,-1.3999999999999995,7.1915,0
RA-740,8.5,9.0,5.6,7.2,7.5,5.0,0.0,2022,6.6499999999999995,-1.7999999999999998,8.25,0
RA-741,9.5,8.4,5.6,6.3,7.417,5.0,0.0,2022,6.433400000000001,-2.1000000000000005,7.9085,0
RA-742,8.5,8.7,5.0,7.3,7.5,5.0,0.0,2022,6.550000000000001,-1.3999999999999995,8.1,0
RA-743,10.0,7.9,5.6,4.8,7.5,5.0,0.0,2022,6.1,-3.1000000000000005,7.7,0
RA-744,9.5,9.7,5.6,6.2,7.5,10.0,0.0,2022,7.1899999999999995,-3.499999999999999,8.6,0
RA-745,9.0,8.5,5.6,8.1,7.75,5.0,0.0,2022,6.83,-0.40000000000000036,8.125,0
RA-746,8.0,9.1,5.6,7.2,7.417,10.0,0.0,2022,7.103400000000001,-1.8999999999999995,8.2585,0
RA-747,10.0,7.6,7.5,8.8,7.917,5.0,0.0,2022,7.1134,1.200000000000001,7.7585,0
RA-748,10.0,9.0,7.5,9.1,8.25,5.0,0.0,2022,7.5200000000000005,0.09999999999999964,8.625,0
RA-749,9.5,7.7,7.5,8.8,7.25,5.0,0.0,2022,6.95,1.1000000000000005,7.475,0
RA-750,9.5,8.9,4.4,6.8,5.167,5.0,0.0,2022,6.0634000000000015,-2.1000000000000005,7.0335,1
RA-751,8.5,5.8,7.5,3.8,6.167,5.0,0.0,2022,5.253399999999999,-2.0,5.983499999999999,0
RA-752,10.0,9.0,7.5,9.5,8.417,5.0,1.0,2022,7.6334,0.5,8.7085,0
RA-753,9.5,8.6,7.5,9.1,8.417,10.0,1.0,2022,7.9234,0.5,8.5085,0
RA-754,10.0,5.8,4.4,7.9,6.917,5.0,0.0,2022,6.063400000000001,2.1000000000000005,6.358499999999999,1
RA-755,9.5,9.2,6.9,9.5,8.083,10.0,0.0,2022,7.996600000000001,0.3000000000000007,8.6415,0
RA-756,10.0,7.9,7.5,5.7,7.25,5.0,0.0,2022,6.420000000000001,-2.2,7.575,0
RA-757,9.5,9.3,7.5,9.7,8.5,5.0,1.0,2022,7.700000000000001,0.3999999999999986,8.9,0
RA-758,9.0,9.1,7.5,8.1,8.333,5.0,0.0,2022,7.256600000000001,-1.0,8.7165,0
RA-759,9.0,8.6,7.5,7.5,7.833,5.0,0.0,2022,6.9366,-1.0999999999999996,8.2165,0
RA-760,9.0,9.2,7.5,8.8,8.917,5.0,1.0,2022,7.5334,-0.3999999999999986,9.058499999999999,0
RA-761,10.0,9.4,7.5,8.2,8.25,5.0,0.0,2022,7.42,-1.200000000000001,8.825,0
RA-762,10.0,9.7,7.5,6.7,7.083,2.5,0.0,2022,6.6966,-2.999999999999999,8.3915,0
RA-763,9.5,9.7,7.5,6.5,7.167,5.0,0.0,2022,6.8734,-3.1999999999999993,8.433499999999999,0
RA-764,9.0,8.8,7.5,7.5,7.667,10.0,0.0,2022,7.4434000000000005,-1.3000000000000007,8.2335,0
RA-765,8.5,9.3,7.5,4.3,7.417,5.0,0.0,2022,6.3034,-5.000000000000001,8.3585,0
RA-766,10.0,9.5,7.5,8.7,8.333,5.0,0.0,2022,7.5566,-0.8000000000000007,8.9165,0
RA-767,9.5,9.0,7.5,7.0,7.583,5.0,0.0,2022,6.916600000000001,-2.0,8.2915,0
RA-768,9.0,10.0,7.5,7.1,7.583,5.0,0.0,2022,7.086600000000001,-2.9000000000000004,8.7915,0
RA-769,10.0,7.5,7.5,7.9,8.5,5.0,1.0,2022,7.03,0.40000000000000036,8.0,0
RA-770,9.5,8.9,7.5,8.3,7.333,10.0,0.0,2022,7.6066,-0.5999999999999996,8.1165,0
RA-771,10.0,8.3,7.5,7.0,7.5,10.0,0.0,2022,7.3100000000000005,-1.3000000000000007,7.9,0
RA-772,9.0,5.4,7.5,9.2,7.25,5.0,0.0,2022,6.5200000000000005,3.799999999999999,6.325,0
RA-773,10.0,6.8,5.0,8.1,7.083,5.0,0.0,2022,6.3966,1.2999999999999998,6.9415,0
RA-774,10.0,7.8,7.5,6.1,7.417,10.0,0.0,2022,7.013399999999999,-1.7000000000000002,7.608499999999999,0
RA-775,7.9,5.7,4.4,5.7,6.417,5.0,0.0,2022,5.293400000000001,0.0,6.0585,1
RA-776,0.0,4.3,4.4,1.7,6.333,5.0,0.0,2022,3.4066,-2.5999999999999996,5.3165,1
RA-777,8.0,7.7,7.5,5.3,7.0,10.0,0.0,2022,6.550000000000001,-2.4000000000000004,7.35,0
RA-778,10.0,6.7,7.5,7.1,8.833,5.0,1.0,2022,6.7766,0.39999999999999947,7.766500000000001,0
RA-779,9.5,5.0,7.5,2.6,7.083,5.0,0.0,2022,5.1366000000000005,-2.4,6.0415,0
RA-780,8.0,7.6,7.5,6.9,7.167,5.0,0.0,2022,6.3834,-0.6999999999999993,7.3835,0
RA-781,10.0,8.9,7.5,8.3,7.75,5.0,0.0,2022,7.24,-0.5999999999999996,8.325,0
RA-782,9.5,8.4,7.5,6.0,7.0,10.0,0.0,2022,6.98,-2.4000000000000004,7.7,0
RA-783,9.5,5.8,7.5,6.0,6.917,10.0,0.0,2022,6.4434000000000005,0.20000000000000018,6.358499999999999,0
RA-784,9.5,10.0,7.5,8.2,9.25,5.0,1.0,2022,7.6899999999999995,-1.8000000000000007,9.625,0
RA-785,9.0,8.6,7.5,8.4,7.667,5.0,0.0,2022,7.083400000000001,-0.1999999999999993,8.1335,0
RA-786,9.0,9.5,5.6,6.1,7.167,5.0,0.0,2022,6.5134,-3.4000000000000004,8.3335,0
RA-787,8.5,9.5,7.5,3.4,7.25,10.0,0.0,2022,6.63,-6.1,8.375,0
RA-788,10.0,9.3,5.6,8.0,8.667,10.0,1.0,2022,7.753400000000001,-1.3000000000000007,8.9835,0
RA-789,9.0,9.4,7.5,4.2,7.417,10.0,0.0,2022,6.853400000000001,-5.2,8.4085,0
RA-790,9.0,8.9,7.5,7.8,7.417,5.0,0.0,2022,6.9734,-1.1000000000000005,8.1585,0
RA-791,9.5,8.7,7.5,6.5,8.5,5.0,1.0,2022,6.94,-2.1999999999999993,8.6,0
RA-792,9.5,8.0,7.5,6.2,7.167,5.0,0.0,2022,6.4734,-1.7999999999999998,7.5835,0
RA-793,9.5,7.6,7.5,6.0,7.333,5.0,0.0,2022,6.3866,-1.5999999999999996,7.4665,0
RA-794,9.5,8.9,7.5,4.1,7.333,10.0,0.0,2022,6.7666,-4.800000000000001,8.1165,0
RA-795,9.0,9.7,7.5,7.3,7.333,10.0,0.0,2022,7.5166,-2.3999999999999995,8.5165,0
RA-796,9.5,9.3,7.5,5.4,7.667,5.0,0.0,2022,6.673400000000001,-3.9000000000000004,8.4835,0
RA-797,9.0,8.5,7.5,7.3,7.5,5.0,0.0,2022,6.8100000000000005,-1.2000000000000002,8.0,0
RA-798,8.0,8.3,7.5,6.3,7.667,5.0,0.0,2022,6.5034,-2.000000000000001,7.9835,0
RA-799,8.0,9.6,7.5,7.8,7.917,5.0,0.0,2022,7.1134,-1.7999999999999998,8.7585,0
RA-800,8.0,5.4,7.5,6.1,7.5,10.0,0.0,2022,6.35,0.6999999999999993,6.45,0
RA-801,7.0,6.6,7.5,6.8,7.5,5.0,0.0,2022,6.130000000000001,0.20000000000000018,7.05,0
RA-802,9.0,9.0,7.5,8.3,8.333,5.0,0.0,2022,7.2766,-0.6999999999999993,8.6665,0
RA-803,10.0,7.2,7.5,6.3,7.417,5.0,0.0,2022,6.433400000000001,-0.9000000000000004,7.3085,0
RA-804,10.0,8.4,6.3,4.8,7.667,5.0,0.0,2022,6.303400000000001,-3.6000000000000005,8.0335,0
RA-805,9.5,9.0,7.5,8.8,7.333,10.0,0.0,2022,7.726600000000001,-0.1999999999999993,8.1665,0
RA-806,9.5,7.3,7.5,6.6,7.917,10.0,0.0,2022,7.063400000000001,-0.7000000000000002,7.608499999999999,0
RA-807,9.5,8.7,6.3,9.0,7.5,10.0,0.0,2022,7.62,0.3000000000000007,8.1,0
RA-808,10.0,9.1,6.3,9.3,8.0,10.0,0.0,2022,7.91,0.20000000000000107,8.55,0
RA-809,10.0,6.6,6.3,6.3,7.417,10.0,0.0,2022,6.6934000000000005,-0.2999999999999998,7.0085,0
RA-810,8.5,9.1,5.0,9.6,7.25,10.0,0.0,2022,7.54,0.5,8.175,0
RA-811,8.9,5.7,5.6,7.3,7.667,5.0,0.0,2022,6.0834,1.5999999999999996,6.6835,0
RA-812,9.0,8.1,5.6,7.4,7.333,10.0,0.0,2022,7.0266,-0.6999999999999993,7.7165,0
RA-813,9.5,6.5,6.9,6.0,7.417,10.0,0.0,2022,6.6234,-0.5,6.9585,0
RA-814,8.9,9.0,6.9,7.5,8.417,5.0,1.0,2022,7.0634,-1.5,8.7085,0
RA-815,10.0,7.9,5.6,6.5,7.0,5.0,0.0,2022,6.34,-1.4000000000000004,7.45,0
RA-816,10.0,9.3,7.5,9.6,9.417,5.0,1.0,2022,7.9134,0.29999999999999893,9.3585,0
RA-817,10.0,8.7,6.3,7.1,7.417,10.0,0.0,2022,7.2734000000000005,-1.5999999999999996,8.058499999999999,0
RA-818,9.5,7.3,7.5,6.2,7.5,10.0,0.0,2022,6.9,-1.0999999999999996,7.4,0
RA-819,10.0,7.9,7.5,7.3,7.333,10.0,0.0,2022,7.256600000000001,-0.6000000000000005,7.6165,0
RA-820,9.5,10.0,6.9,6.0,7.583,5.0,0.0,2022,6.856600000000001,-4.0,8.7915,0
RA-821,9.0,7.0,7.5,4.6,6.917,5.0,0.0,2022,5.853400000000001,-2.4000000000000004,6.9585,0
RA-822,8.0,8.4,7.5,6.1,7.083,5.0,0.0,2022,6.3666,-2.3000000000000007,7.7415,0
RA-823,10.0,6.0,7.5,2.8,7.167,5.0,0.0,2022,5.4434,-3.2,6.5835,0
RA-824,10.0,4.4,6.9,6.0,7.333,10.0,0.0,2022,6.236600000000001,1.5999999999999996,5.8665,0
RA-825,7.5,8.2,6.9,7.6,7.917,5.0,0.0,2022,6.683400000000001,-0.5999999999999996,8.058499999999999,0
RA-826,9.5,9.6,7.5,5.4,7.5,10.0,0.0,2022,7.2,-4.199999999999999,8.55,0
RA-827,9.5,7.0,7.5,7.6,8.667,5.0,1.0,2022,6.853400000000001,0.5999999999999996,7.8335,0
RA-828,9.5,7.1,7.5,6.9,7.833,5.0,0.0,2022,6.5666,-0.1999999999999993,7.4665,0
RA-829,9.0,8.6,7.5,7.8,7.5,10.0,0.0,2022,7.430000000000001,-0.7999999999999998,8.05,0
RA-830,10.0,8.6,7.5,6.0,7.5,5.0,0.0,2022,6.67,-2.5999999999999996,8.05,0
RA-831,9.5,9.2,7.5,7.2,7.167,5.0,0.0,2022,6.9134,-1.9999999999999991,8.183499999999999,0
RA-832,10.0,9.2,7.5,8.8,8.833,5.0,1.0,2022,7.6166,-0.3999999999999986,9.0165,0
RA-833,10.0,9.5,7.5,7.8,7.583,5.0,0.0,2022,7.2266,-1.7000000000000002,8.5415,0
RA-834,9.0,9.0,7.5,9.0,9.083,5.0,1.0,2022,7.5666,0.0,9.0415,0
RA-835,6.9,7.3,7.5,7.5,6.667,10.0,0.0,2022,6.7334000000000005,0.20000000000000018,6.983499999999999,0
RA-836,8.5,8.3,7.5,9.2,7.583,5.0,0.0,2022,7.1166,0.8999999999999986,7.9415000000000004,0
RA-837,8.5,9.0,7.5,8.8,7.5,10.0,0.0,2022,7.66,-0.1999999999999993,8.25,0
RA-838,10.0,7.4,7.5,6.3,9.417,5.0,1.0,2022,6.8734,-1.1000000000000005,8.4085,0
RA-839,0.0,5.1,7.5,5.4,6.583,5.0,0.0,2022,4.666600000000001,0.3000000000000007,5.8415,0
RA-840,9.0,8.2,7.5,7.8,7.5,10.0,0.0,2022,7.3500000000000005,-0.39999999999999947,7.85,0
RA-841,8.5,8.5,7.5,7.2,7.5,5.0,0.0,2022,6.74,-1.2999999999999998,8.0,0
RA-842,7.5,8.3,7.5,9.1,8.25,10.0,0.0,2022,7.630000000000001,0.7999999999999989,8.275,0
RA-843,8.5,9.0,7.5,9.2,8.417,10.0,1.0,2022,7.9234,0.1999999999999993,8.7085,0
RA-844,0.0,5.0,8.1,5.9,8.333,10.0,0.0,2022,5.6566,0.9000000000000004,6.6665,0
RA-845,10.0,8.8,7.5,8.7,8.417,10.0,1.0,2022,7.9334,-0.10000000000000142,8.6085,0
RA-846,9.0,7.2,7.5,5.9,7.917,10.0,0.0,2022,6.853400000000001,-1.2999999999999998,7.5585,0
RA-847,7.9,8.2,4.4,7.7,7.417,5.0,0.0,2022,6.3934,-0.4999999999999991,7.8084999999999996,1
RA-848,9.5,7.0,7.5,9.0,7.833,5.0,0.0,2022,6.966600000000001,2.0,7.4165,0
RA-849,8.5,8.3,7.5,9.1,7.417,5.0,0.0,2022,7.0634,0.7999999999999989,7.8585,0
RA-850,10.0,7.3,7.5,8.5,7.167,10.0,0.0,2022,7.3434,1.2000000000000002,7.233499999999999,0
RA-851,9.0,7.9,7.5,8.3,6.583,10.0,0.0,2022,7.206600000000001,0.40000000000000036,7.2415,0
RA-852,9.0,6.8,5.0,2.1,5.5,10.0,0.0,2022,5.279999999999999,-4.699999999999999,6.15,0
RA-853,10.0,9.6,7.5,8.5,8.5,10.0,1.0,2022,8.07,-1.0999999999999996,9.05,0
RA-854,8.0,9.0,7.5,9.3,7.167,10.0,0.0,2022,7.6434,0.3000000000000007,8.0835,0
RA-855,10.0,9.6,7.5,9.7,9.0,5.0,1.0,2022,7.909999999999999,0.09999999999999964,9.3,0
RA-856,10.0,9.1,7.5,8.4,8.0,10.0,0.0,2022,7.85,-0.6999999999999993,8.55,0
RA-857,8.5,8.9,7.5,9.5,9.083,5.0,1.0,2022,7.596600000000001,0.5999999999999996,8.9915,0
RA-858,10.0,7.1,5.6,7.7,7.333,10.0,0.0,2022,6.986599999999999,0.6000000000000005,7.2165,0
RA-859,8.5,8.7,7.5,8.9,8.25,10.0,0.0,2022,7.770000000000001,0.20000000000000107,8.475,0
RA-860,9.5,8.5,7.5,8.1,7.75,10.0,0.0,2022,7.57,-0.40000000000000036,8.125,0
